,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
13142,13143,2012-07-06,3,1,7,19,0,5,1,1,0.88,0.7879,0.35,0.2239,112,306,418
13143,13144,2012-07-06,3,1,7,20,0,5,1,1,0.86,0.7727,0.39,0.1045,91,245,336
13144,13145,2012-07-06,3,1,7,21,0,5,1,1,0.82,0.7727,0.52,0.1343,77,223,300
13145,13146,2012-07-06,3,1,7,22,0,5,1,1,0.8,0.7576,0.55,0.19399999999999998,78,210,288
13146,13147,2012-07-06,3,1,7,23,0,5,1,1,0.8,0.7879,0.63,0.1045,27,137,164
13147,13148,2012-07-07,3,1,7,0,0,6,0,1,0.78,0.7576,0.66,0.1343,35,115,150
13148,13149,2012-07-07,3,1,7,1,0,6,0,1,0.76,0.7273,0.7,0.1642,16,55,71
13149,13150,2012-07-07,3,1,7,2,0,6,0,1,0.76,0.7424,0.72,0.1642,11,47,58
13150,13151,2012-07-07,3,1,7,3,0,6,0,1,0.74,0.7121,0.74,0.1343,12,19,31
13151,13152,2012-07-07,3,1,7,4,0,6,0,1,0.74,0.7121,0.74,0.1642,3,13,16
13152,13153,2012-07-07,3,1,7,5,0,6,0,1,0.74,0.7121,0.74,0.19399999999999998,2,12,14
13153,13154,2012-07-07,3,1,7,6,0,6,0,1,0.74,0.7121,0.74,0.1045,4,27,31
13154,13155,2012-07-07,3,1,7,7,0,6,0,1,0.78,0.7576,0.66,0.1045,8,63,71
13155,13156,2012-07-07,3,1,7,8,0,6,0,1,0.82,0.8333,0.63,0.19399999999999998,32,120,152
13156,13157,2012-07-07,3,1,7,9,0,6,0,1,0.84,0.8333,0.59,0.1642,69,187,256
13157,13158,2012-07-07,3,1,7,10,0,6,0,1,0.92,0.8636,0.37,0.2239,100,225,325
13158,13159,2012-07-07,3,1,7,11,0,6,0,1,0.94,0.8788,0.38,0.19399999999999998,122,245,367
13159,13160,2012-07-07,3,1,7,12,0,6,0,1,0.96,0.8636,0.31,0.3582,124,218,342
13160,13161,2012-07-07,3,1,7,13,0,6,0,2,0.96,0.8636,0.31,0.2537,116,244,360
13161,13162,2012-07-07,3,1,7,14,0,6,0,2,0.96,0.8636,0.3,0.1343,105,203,308
13162,13163,2012-07-07,3,1,7,15,0,6,0,1,0.96,0.8485,0.26,0.0,113,193,306
13163,13164,2012-07-07,3,1,7,16,0,6,0,1,1.0,0.8636,0.19,0.1642,102,192,294
13164,13165,2012-07-07,3,1,7,17,0,6,0,1,0.96,0.8485,0.26,0.1343,103,176,279
13165,13166,2012-07-07,3,1,7,18,0,6,0,1,0.94,0.8333,0.29,0.0896,83,194,277
13166,13167,2012-07-07,3,1,7,19,0,6,0,1,0.92,0.8333,0.33,0.1343,68,219,287
13167,13168,2012-07-07,3,1,7,20,0,6,0,1,0.9,0.8182,0.37,0.1642,79,197,276
13168,13169,2012-07-07,3,1,7,21,0,6,0,1,0.88,0.7879,0.37,0.19399999999999998,51,150,201
13169,13170,2012-07-07,3,1,7,22,0,6,0,1,0.84,0.8333,0.59,0.19399999999999998,56,164,220
13170,13171,2012-07-07,3,1,7,23,0,6,0,1,0.84,0.8182,0.56,0.1642,34,114,148
13171,13172,2012-07-08,3,1,7,0,0,0,0,1,0.82,0.7879,0.56,0.1343,22,125,147
13172,13173,2012-07-08,3,1,7,1,0,0,0,1,0.82,0.7879,0.56,0.1045,25,99,124
13173,13174,2012-07-08,3,1,7,2,0,0,0,1,0.82,0.7727,0.52,0.1045,11,59,70
13174,13175,2012-07-08,3,1,7,3,0,0,0,1,0.8,0.7727,0.59,0.1045,1,34,35
13175,13176,2012-07-08,3,1,7,4,0,0,0,1,0.78,0.7576,0.66,0.1045,2,11,13
13176,13177,2012-07-08,3,1,7,5,0,0,0,1,0.78,0.7424,0.62,0.0,1,5,6
13177,13178,2012-07-08,3,1,7,6,0,0,0,1,0.78,0.7727,0.7,0.1343,5,16,21
13178,13179,2012-07-08,3,1,7,7,0,0,0,1,0.8,0.8029999999999999,0.66,0.0,19,33,52
13179,13180,2012-07-08,3,1,7,8,0,0,0,1,0.84,0.8029999999999999,0.53,0.1343,35,95,130
13180,13181,2012-07-08,3,1,7,9,0,0,0,1,0.86,0.8182,0.5,0.1045,70,172,242
13181,13182,2012-07-08,3,1,7,10,0,0,0,1,0.9,0.8636,0.45,0.0,85,234,319
13182,13183,2012-07-08,3,1,7,11,0,0,0,1,0.92,0.8939,0.42,0.2985,120,269,389
13183,13184,2012-07-08,3,1,7,12,0,0,0,1,0.92,0.8939,0.42,0.19399999999999998,105,271,376
13184,13185,2012-07-08,3,1,7,13,0,0,0,1,0.94,0.8788,0.38,0.2537,118,219,337
13185,13186,2012-07-08,3,1,7,14,0,0,0,1,0.96,0.9091,0.36,0.1642,77,235,312
13186,13187,2012-07-08,3,1,7,15,0,0,0,3,0.92,0.8939,0.42,0.2836,80,218,298
13187,13188,2012-07-08,3,1,7,16,0,0,0,2,0.8,0.8029999999999999,0.66,0.2239,65,226,291
13188,13189,2012-07-08,3,1,7,17,0,0,0,1,0.78,0.7424,0.59,0.0,68,202,270
13189,13190,2012-07-08,3,1,7,18,0,0,0,1,0.78,0.7424,0.62,0.1045,54,199,253
13190,13191,2012-07-08,3,1,7,19,0,0,0,1,0.78,0.7424,0.62,0.1642,66,184,250
13191,13192,2012-07-08,3,1,7,20,0,0,0,1,0.76,0.7273,0.7,0.0896,79,206,285
13192,13193,2012-07-08,3,1,7,21,0,0,0,1,0.76,0.7273,0.7,0.1343,58,149,207
13193,13194,2012-07-08,3,1,7,22,0,0,0,3,0.74,0.6970000000000001,0.7,0.0896,12,110,122
13194,13195,2012-07-08,3,1,7,23,0,0,0,3,0.68,0.6364,0.83,0.0896,25,98,123
13195,13196,2012-07-09,3,1,7,0,0,1,1,2,0.68,0.6364,0.89,0.0896,6,33,39
13196,13197,2012-07-09,3,1,7,1,0,1,1,3,0.7,0.6667,0.89,0.1045,5,13,18
13197,13198,2012-07-09,3,1,7,2,0,1,1,3,0.7,0.6667,0.89,0.19399999999999998,1,4,5
13198,13199,2012-07-09,3,1,7,3,0,1,1,3,0.7,0.6667,0.89,0.19399999999999998,0,5,5
13199,13200,2012-07-09,3,1,7,4,0,1,1,3,0.66,0.5909,0.89,0.3881,1,1,2
13200,13201,2012-07-09,3,1,7,5,0,1,1,2,0.66,0.6061,0.83,0.2239,1,27,28
13201,13202,2012-07-09,3,1,7,6,0,1,1,3,0.64,0.5758,0.89,0.2537,6,86,92
13202,13203,2012-07-09,3,1,7,7,0,1,1,3,0.66,0.6061,0.83,0.2239,7,223,230
13203,13204,2012-07-09,3,1,7,8,0,1,1,2,0.66,0.6061,0.83,0.1642,26,429,455
13204,13205,2012-07-09,3,1,7,9,0,1,1,2,0.66,0.6061,0.83,0.1642,38,325,363
13205,13206,2012-07-09,3,1,7,10,0,1,1,2,0.66,0.6061,0.83,0.19399999999999998,58,117,175
13206,13207,2012-07-09,3,1,7,11,0,1,1,2,0.72,0.6818,0.62,0.1343,72,144,216
13207,13208,2012-07-09,3,1,7,12,0,1,1,2,0.74,0.6818,0.58,0.1343,61,205,266
13208,13209,2012-07-09,3,1,7,13,0,1,1,2,0.76,0.6970000000000001,0.55,0.2537,67,188,255
13209,13210,2012-07-09,3,1,7,14,0,1,1,2,0.74,0.6818,0.55,0.2537,58,184,242
13210,13211,2012-07-09,3,1,7,15,0,1,1,2,0.76,0.6818,0.45,0.2239,66,214,280
13211,13212,2012-07-09,3,1,7,16,0,1,1,1,0.78,0.6970000000000001,0.4,0.2836,88,325,413
13212,13213,2012-07-09,3,1,7,17,0,1,1,1,0.78,0.6970000000000001,0.4,0.1642,108,741,849
13213,13214,2012-07-09,3,1,7,18,0,1,1,1,0.76,0.6818,0.48,0.1343,82,790,872
13214,13215,2012-07-09,3,1,7,19,0,1,1,1,0.74,0.6818,0.55,0.1642,88,543,631
13215,13216,2012-07-09,3,1,7,20,0,1,1,2,0.74,0.6818,0.55,0.1045,69,378,447
13216,13217,2012-07-09,3,1,7,21,0,1,1,2,0.74,0.6818,0.55,0.0896,33,298,331
13217,13218,2012-07-09,3,1,7,22,0,1,1,2,0.72,0.6667,0.58,0.1045,35,189,224
13218,13219,2012-07-09,3,1,7,23,0,1,1,2,0.7,0.6515,0.65,0.1045,22,109,131
13219,13220,2012-07-10,3,1,7,0,0,2,1,1,0.7,0.6515,0.7,0.0896,16,53,69
13220,13221,2012-07-10,3,1,7,1,0,2,1,1,0.7,0.6667,0.74,0.1343,0,15,15
13221,13222,2012-07-10,3,1,7,2,0,2,1,1,0.7,0.6667,0.74,0.1343,1,15,16
13222,13223,2012-07-10,3,1,7,3,0,2,1,1,0.68,0.6364,0.79,0.0,0,3,3
13223,13224,2012-07-10,3,1,7,4,0,2,1,1,0.68,0.6364,0.79,0.1343,0,4,4
13224,13225,2012-07-10,3,1,7,5,0,2,1,1,0.66,0.6061,0.83,0.1343,3,39,42
13225,13226,2012-07-10,3,1,7,6,0,2,1,2,0.68,0.6364,0.79,0.1045,4,183,187
13226,13227,2012-07-10,3,1,7,7,0,2,1,2,0.7,0.6667,0.74,0.1045,31,489,520
13227,13228,2012-07-10,3,1,7,8,0,2,1,1,0.72,0.6970000000000001,0.74,0.1343,34,615,649
13228,13229,2012-07-10,3,1,7,9,0,2,1,1,0.74,0.6970000000000001,0.66,0.1343,47,284,331
13229,13230,2012-07-10,3,1,7,10,0,2,1,1,0.76,0.7121,0.62,0.19399999999999998,56,134,190
13230,13231,2012-07-10,3,1,7,11,0,2,1,1,0.8,0.7273,0.46,0.19399999999999998,92,157,249
13231,13232,2012-07-10,3,1,7,12,0,2,1,1,0.8,0.7121,0.41,0.1343,69,203,272
13232,13233,2012-07-10,3,1,7,13,0,2,1,1,0.82,0.7273,0.38,0.19399999999999998,77,203,280
13233,13234,2012-07-10,3,1,7,14,0,2,1,1,0.82,0.7273,0.38,0.1642,71,171,242
13234,13235,2012-07-10,3,1,7,15,0,2,1,1,0.8,0.7121,0.41,0.2239,77,188,265
13235,13236,2012-07-10,3,1,7,16,0,2,1,1,0.8,0.7273,0.43,0.2239,89,346,435
13236,13237,2012-07-10,3,1,7,17,0,2,1,1,0.78,0.7121,0.49,0.19399999999999998,103,769,872
13237,13238,2012-07-10,3,1,7,18,0,2,1,3,0.7,0.6667,0.74,0.2239,70,749,819
13238,13239,2012-07-10,3,1,7,19,0,2,1,3,0.7,0.6667,0.74,0.2239,55,359,414
13239,13240,2012-07-10,3,1,7,20,0,2,1,3,0.64,0.5758,0.83,0.2239,9,75,84
13240,13241,2012-07-10,3,1,7,21,0,2,1,3,0.64,0.5758,0.89,0.1045,7,83,90
13241,13242,2012-07-10,3,1,7,22,0,2,1,2,0.64,0.5758,0.83,0.1343,14,125,139
13242,13243,2012-07-10,3,1,7,23,0,2,1,2,0.64,0.5758,0.89,0.1045,29,74,103
13243,13244,2012-07-11,3,1,7,0,0,3,1,2,0.66,0.6061,0.83,0.1343,6,38,44
13244,13245,2012-07-11,3,1,7,1,0,3,1,1,0.64,0.5758,0.89,0.0,3,11,14
13245,13246,2012-07-11,3,1,7,2,0,3,1,1,0.64,0.5758,0.89,0.0,0,5,5
13246,13247,2012-07-11,3,1,7,3,0,3,1,1,0.64,0.5758,0.89,0.1343,0,5,5
13247,13248,2012-07-11,3,1,7,4,0,3,1,1,0.64,0.5758,0.89,0.1343,1,6,7
13248,13249,2012-07-11,3,1,7,5,0,3,1,1,0.64,0.5758,0.89,0.0,5,36,41
13249,13250,2012-07-11,3,1,7,6,0,3,1,1,0.64,0.5758,0.89,0.1343,17,168,185
13250,13251,2012-07-11,3,1,7,7,0,3,1,2,0.66,0.6061,0.83,0.1045,26,471,497
13251,13252,2012-07-11,3,1,7,8,0,3,1,2,0.68,0.6364,0.79,0.1642,30,644,674
13252,13253,2012-07-11,3,1,7,9,0,3,1,2,0.7,0.6667,0.74,0.1343,30,298,328
13253,13254,2012-07-11,3,1,7,10,0,3,1,2,0.72,0.6818,0.62,0.1343,47,148,195
13254,13255,2012-07-11,3,1,7,11,0,3,1,2,0.76,0.7121,0.58,0.1343,56,173,229
13255,13256,2012-07-11,3,1,7,12,0,3,1,2,0.78,0.6970000000000001,0.43,0.0,69,223,292
13256,13257,2012-07-11,3,1,7,13,0,3,1,2,0.8,0.7121,0.42,0.1642,65,208,273
13257,13258,2012-07-11,3,1,7,14,0,3,1,1,0.8,0.7121,0.41,0.2239,66,175,241
13258,13259,2012-07-11,3,1,7,15,0,3,1,1,0.8,0.7121,0.41,0.2537,56,220,276
13259,13260,2012-07-11,3,1,7,16,0,3,1,1,0.8,0.7121,0.38,0.19399999999999998,53,358,411
13260,13261,2012-07-11,3,1,7,17,0,3,1,1,0.8,0.6970000000000001,0.31,0.2239,90,740,830
13261,13262,2012-07-11,3,1,7,18,0,3,1,1,0.78,0.6818,0.38,0.2537,79,735,814
13262,13263,2012-07-11,3,1,7,19,0,3,1,1,0.74,0.6667,0.48,0.2239,73,560,633
13263,13264,2012-07-11,3,1,7,20,0,3,1,1,0.74,0.6667,0.51,0.1642,73,410,483
13264,13265,2012-07-11,3,1,7,21,0,3,1,1,0.72,0.6667,0.58,0.2239,69,322,391
13265,13266,2012-07-11,3,1,7,22,0,3,1,1,0.72,0.6667,0.58,0.2537,41,203,244
13266,13267,2012-07-11,3,1,7,23,0,3,1,2,0.7,0.6515,0.58,0.2537,20,132,152
13267,13268,2012-07-12,3,1,7,0,0,4,1,2,0.68,0.6364,0.61,0.0,1,55,56
13268,13269,2012-07-12,3,1,7,1,0,4,1,2,0.66,0.6212,0.61,0.0,0,21,21
13269,13270,2012-07-12,3,1,7,2,0,4,1,2,0.66,0.6212,0.65,0.0896,0,9,9
13270,13271,2012-07-12,3,1,7,3,0,4,1,1,0.64,0.6061,0.69,0.1045,0,10,10
13271,13272,2012-07-12,3,1,7,4,0,4,1,1,0.64,0.6061,0.73,0.1045,0,5,5
13272,13273,2012-07-12,3,1,7,5,0,4,1,1,0.62,0.5909,0.73,0.1045,4,40,44
13273,13274,2012-07-12,3,1,7,6,0,4,1,1,0.64,0.6061,0.73,0.0896,7,171,178
13274,13275,2012-07-12,3,1,7,7,0,4,1,1,0.64,0.6061,0.73,0.1343,32,480,512
13275,13276,2012-07-12,3,1,7,8,0,4,1,1,0.68,0.6364,0.65,0.1343,49,653,702
13276,13277,2012-07-12,3,1,7,9,0,4,1,1,0.72,0.6667,0.58,0.1045,42,285,327
13277,13278,2012-07-12,3,1,7,10,0,4,1,1,0.74,0.6667,0.48,0.1642,69,145,214
13278,13279,2012-07-12,3,1,7,11,0,4,1,1,0.76,0.6818,0.45,0.1045,49,166,215
13279,13280,2012-07-12,3,1,7,12,0,4,1,1,0.78,0.6818,0.35,0.1343,71,221,292
13280,13281,2012-07-12,3,1,7,13,0,4,1,1,0.8,0.6970000000000001,0.33,0.2239,52,225,277
13281,13282,2012-07-12,3,1,7,14,0,4,1,1,0.78,0.6818,0.33,0.2239,42,167,209
13282,13283,2012-07-12,3,1,7,15,0,4,1,1,0.8,0.7121,0.36,0.19399999999999998,63,208,271
13283,13284,2012-07-12,3,1,7,16,0,4,1,1,0.8,0.7121,0.36,0.19399999999999998,69,370,439
13284,13285,2012-07-12,3,1,7,17,0,4,1,1,0.76,0.6818,0.43,0.2239,91,704,795
13285,13286,2012-07-12,3,1,7,18,0,4,1,1,0.76,0.6818,0.45,0.1343,86,739,825
13286,13287,2012-07-12,3,1,7,19,0,4,1,1,0.74,0.6667,0.48,0.2239,97,532,629
13287,13288,2012-07-12,3,1,7,20,0,4,1,1,0.74,0.6667,0.48,0.2239,75,439,514
13288,13289,2012-07-12,3,1,7,21,0,4,1,1,0.72,0.6667,0.48,0.2239,44,329,373
13289,13290,2012-07-12,3,1,7,22,0,4,1,1,0.72,0.6667,0.51,0.1642,56,262,318
13290,13291,2012-07-12,3,1,7,23,0,4,1,2,0.7,0.6515,0.51,0.2239,33,178,211
13291,13292,2012-07-13,3,1,7,0,0,5,1,2,0.7,0.6515,0.54,0.1642,19,76,95
13292,13293,2012-07-13,3,1,7,1,0,5,1,2,0.68,0.6364,0.54,0.1045,17,42,59
13293,13294,2012-07-13,3,1,7,2,0,5,1,2,0.66,0.6212,0.61,0.0896,2,15,17
13294,13295,2012-07-13,3,1,7,3,0,5,1,2,0.68,0.6364,0.61,0.0,2,7,9
13295,13296,2012-07-13,3,1,7,4,0,5,1,2,0.66,0.6212,0.61,0.0,0,11,11
13296,13297,2012-07-13,3,1,7,5,0,5,1,2,0.66,0.6364,0.56,0.0896,4,30,34
13297,13298,2012-07-13,3,1,7,6,0,5,1,2,0.7,0.6515,0.54,0.0,7,120,127
13298,13299,2012-07-13,3,1,7,7,0,5,1,2,0.7,0.6515,0.54,0.0,27,353,380
13299,13300,2012-07-13,3,1,7,8,0,5,1,2,0.7,0.6515,0.54,0.0,53,660,713
13300,13301,2012-07-13,3,1,7,9,0,5,1,2,0.72,0.6667,0.51,0.0,70,344,414
13301,13302,2012-07-13,3,1,7,10,0,5,1,2,0.74,0.6667,0.48,0.0,78,190,268
13302,13303,2012-07-13,3,1,7,11,0,5,1,2,0.76,0.6818,0.45,0.1343,68,220,288
13303,13304,2012-07-13,3,1,7,12,0,5,1,2,0.76,0.6818,0.4,0.1045,125,254,379
13304,13305,2012-07-13,3,1,7,13,0,5,1,2,0.8,0.7121,0.38,0.1343,100,274,374
13305,13306,2012-07-13,3,1,7,14,0,5,1,2,0.8,0.7121,0.38,0.0,120,249,369
13306,13307,2012-07-13,3,1,7,15,0,5,1,2,0.8,0.7121,0.36,0.1045,92,261,353
13307,13308,2012-07-13,3,1,7,16,0,5,1,2,0.8,0.7121,0.36,0.2239,111,381,492
13308,13309,2012-07-13,3,1,7,17,0,5,1,2,0.8,0.7121,0.36,0.1642,138,697,835
13309,13310,2012-07-13,3,1,7,18,0,5,1,1,0.78,0.6970000000000001,0.46,0.19399999999999998,108,523,631
13310,13311,2012-07-13,3,1,7,19,0,5,1,1,0.74,0.6667,0.51,0.1642,103,385,488
13311,13312,2012-07-13,3,1,7,20,0,5,1,1,0.74,0.6667,0.48,0.1343,95,294,389
13312,13313,2012-07-13,3,1,7,21,0,5,1,1,0.72,0.6667,0.54,0.0,76,223,299
13313,13314,2012-07-13,3,1,7,22,0,5,1,1,0.74,0.6667,0.45,0.0,59,204,263
13314,13315,2012-07-13,3,1,7,23,0,5,1,2,0.72,0.6515,0.45,0.1343,37,175,212
13315,13316,2012-07-14,3,1,7,0,0,6,0,2,0.72,0.6667,0.48,0.0896,35,156,191
13316,13317,2012-07-14,3,1,7,1,0,6,0,2,0.7,0.6515,0.51,0.1045,13,105,118
13317,13318,2012-07-14,3,1,7,2,0,6,0,2,0.7,0.6515,0.54,0.1045,10,91,101
13318,13319,2012-07-14,3,1,7,3,0,6,0,2,0.7,0.6515,0.54,0.1045,9,31,40
13319,13320,2012-07-14,3,1,7,4,0,6,0,3,0.66,0.6212,0.61,0.1045,3,6,9
13320,13321,2012-07-14,3,1,7,5,0,6,0,2,0.64,0.6061,0.73,0.1045,0,5,5
13321,13322,2012-07-14,3,1,7,6,0,6,0,2,0.64,0.5909,0.78,0.0896,6,29,35
13322,13323,2012-07-14,3,1,7,7,0,6,0,1,0.64,0.5909,0.78,0.2836,7,41,48
13323,13324,2012-07-14,3,1,7,8,0,6,0,1,0.62,0.5909,0.78,0.2836,33,118,151
13324,13325,2012-07-14,3,1,7,9,0,6,0,1,0.66,0.6212,0.74,0.19399999999999998,82,200,282
13325,13326,2012-07-14,3,1,7,10,0,6,0,2,0.72,0.6818,0.7,0.0896,123,278,401
13326,13327,2012-07-14,3,1,7,11,0,6,0,2,0.72,0.6818,0.7,0.1045,143,296,439
13327,13328,2012-07-14,3,1,7,12,0,6,0,2,0.74,0.6970000000000001,0.66,0.0896,181,318,499
13328,13329,2012-07-14,3,1,7,13,0,6,0,2,0.76,0.7121,0.62,0.0896,219,372,591
13329,13330,2012-07-14,3,1,7,14,0,6,0,1,0.8,0.7576,0.55,0.1045,269,363,632
13330,13331,2012-07-14,3,1,7,15,0,6,0,1,0.8,0.7576,0.55,0.1642,243,317,560
13331,13332,2012-07-14,3,1,7,16,0,6,0,2,0.72,0.6970000000000001,0.79,0.3582,226,340,566
13332,13333,2012-07-14,3,1,7,17,0,6,0,3,0.7,0.6667,0.79,0.1642,199,259,458
13333,13334,2012-07-14,3,1,7,18,0,6,0,1,0.72,0.6970000000000001,0.79,0.1343,108,243,351
13334,13335,2012-07-14,3,1,7,19,0,6,0,1,0.72,0.7121,0.84,0.0896,156,275,431
13335,13336,2012-07-14,3,1,7,20,0,6,0,1,0.72,0.7121,0.84,0.0896,101,255,356
13336,13337,2012-07-14,3,1,7,21,0,6,0,1,0.7,0.6667,0.84,0.2239,69,200,269
13337,13338,2012-07-14,3,1,7,22,0,6,0,1,0.7,0.6667,0.79,0.19399999999999998,65,160,225
13338,13339,2012-07-14,3,1,7,23,0,6,0,2,0.68,0.6364,0.83,0.0896,55,156,211
13339,13340,2012-07-15,3,1,7,0,0,0,0,1,0.68,0.6364,0.89,0.1642,40,147,187
13340,13341,2012-07-15,3,1,7,1,0,0,0,2,0.68,0.6364,0.89,0.1343,49,119,168
13341,13342,2012-07-15,3,1,7,2,0,0,0,2,0.68,0.6364,0.89,0.1642,29,86,115
13342,13343,2012-07-15,3,1,7,3,0,0,0,2,0.68,0.6364,0.89,0.1642,15,42,57
13343,13344,2012-07-15,3,1,7,4,0,0,0,2,0.68,0.6364,0.89,0.1045,8,11,19
13344,13345,2012-07-15,3,1,7,5,0,0,0,1,0.68,0.6364,0.89,0.1343,2,7,9
13345,13346,2012-07-15,3,1,7,6,0,0,0,1,0.68,0.6364,0.83,0.1343,6,9,15
13346,13347,2012-07-15,3,1,7,7,0,0,0,1,0.7,0.6667,0.79,0.0896,17,30,47
13347,13348,2012-07-15,3,1,7,8,0,0,0,2,0.7,0.6667,0.84,0.1343,37,96,133
13348,13349,2012-07-15,3,1,7,9,0,0,0,2,0.72,0.6970000000000001,0.79,0.0,58,163,221
13349,13350,2012-07-15,3,1,7,10,0,0,0,1,0.76,0.7273,0.66,0.1343,141,241,382
13350,13351,2012-07-15,3,1,7,11,0,0,0,1,0.82,0.7727,0.52,0.1642,170,281,451
13351,13352,2012-07-15,3,1,7,12,0,0,0,1,0.84,0.7727,0.47,0.1045,153,336,489
13352,13353,2012-07-15,3,1,7,13,0,0,0,1,0.86,0.7879,0.41,0.1045,171,309,480
13353,13354,2012-07-15,3,1,7,14,0,0,0,1,0.9,0.8182,0.37,0.2537,162,314,476
13354,13355,2012-07-15,3,1,7,15,0,0,0,1,0.86,0.8029999999999999,0.47,0.1343,182,307,489
13355,13356,2012-07-15,3,1,7,16,0,0,0,1,0.86,0.7879,0.41,0.2239,152,343,495
13356,13357,2012-07-15,3,1,7,17,0,0,0,1,0.8,0.7727,0.59,0.4925,122,314,436
13357,13358,2012-07-15,3,1,7,18,0,0,0,3,0.72,0.6970000000000001,0.79,0.3582,84,228,312
13358,13359,2012-07-15,3,1,7,19,0,0,0,1,0.72,0.7121,0.84,0.2239,109,203,312
13359,13360,2012-07-15,3,1,7,20,0,0,0,1,0.72,0.6970000000000001,0.79,0.2537,95,199,294
13360,13361,2012-07-15,3,1,7,21,0,0,0,1,0.72,0.6970000000000001,0.79,0.0896,59,164,223
13361,13362,2012-07-15,3,1,7,22,0,0,0,1,0.72,0.6970000000000001,0.74,0.1045,34,96,130
13362,13363,2012-07-15,3,1,7,23,0,0,0,1,0.72,0.6970000000000001,0.79,0.1343,25,66,91
13363,13364,2012-07-16,3,1,7,0,0,1,1,3,0.72,0.6970000000000001,0.79,0.1045,11,32,43
13364,13365,2012-07-16,3,1,7,1,0,1,1,2,0.7,0.6667,0.74,0.19399999999999998,1,10,11
13365,13366,2012-07-16,3,1,7,2,0,1,1,1,0.7,0.6667,0.74,0.1045,4,11,15
13366,13367,2012-07-16,3,1,7,3,0,1,1,1,0.68,0.6364,0.79,0.0896,2,4,6
13367,13368,2012-07-16,3,1,7,4,0,1,1,1,0.68,0.6364,0.79,0.1045,1,11,12
13368,13369,2012-07-16,3,1,7,5,0,1,1,1,0.66,0.6061,0.78,0.1045,10,40,50
13369,13370,2012-07-16,3,1,7,6,0,1,1,1,0.68,0.6364,0.79,0.1343,8,132,140
13370,13371,2012-07-16,3,1,7,7,0,1,1,1,0.72,0.6818,0.7,0.0896,24,459,483
13371,13372,2012-07-16,3,1,7,8,0,1,1,1,0.74,0.6970000000000001,0.66,0.1045,48,619,667
13372,13373,2012-07-16,3,1,7,9,0,1,1,1,0.76,0.7121,0.62,0.1642,51,297,348
13373,13374,2012-07-16,3,1,7,10,0,1,1,1,0.8,0.7727,0.59,0.0,69,117,186
13374,13375,2012-07-16,3,1,7,11,0,1,1,1,0.84,0.8029999999999999,0.53,0.2239,57,125,182
13375,13376,2012-07-16,3,1,7,12,0,1,1,1,0.84,0.7879,0.49,0.1343,79,158,237
13376,13377,2012-07-16,3,1,7,13,0,1,1,1,0.84,0.7879,0.49,0.2836,63,176,239
13377,13378,2012-07-16,3,1,7,14,0,1,1,1,0.88,0.8182,0.42,0.1045,53,159,212
13378,13379,2012-07-16,3,1,7,15,0,1,1,1,0.86,0.8029999999999999,0.47,0.2537,61,176,237
13379,13380,2012-07-16,3,1,7,16,0,1,1,3,0.76,0.7273,0.66,0.5821,77,309,386
13380,13381,2012-07-16,3,1,7,17,0,1,1,3,0.76,0.7273,0.66,0.5821,86,669,755
13381,13382,2012-07-16,3,1,7,18,0,1,1,1,0.84,0.8029999999999999,0.53,0.0,97,697,794
13382,13383,2012-07-16,3,1,7,19,0,1,1,1,0.8,0.7879,0.63,0.1343,92,503,595
13383,13384,2012-07-16,3,1,7,20,0,1,1,1,0.8,0.7727,0.59,0.1343,66,388,454
13384,13385,2012-07-16,3,1,7,21,0,1,1,1,0.76,0.7273,0.66,0.1343,45,283,328
13385,13386,2012-07-16,3,1,7,22,0,1,1,1,0.76,0.7121,0.62,0.0896,56,228,284
13386,13387,2012-07-16,3,1,7,23,0,1,1,1,0.74,0.7121,0.74,0.0896,27,139,166
13387,13388,2012-07-17,3,1,7,0,0,2,1,1,0.72,0.7121,0.84,0.1045,10,43,53
13388,13389,2012-07-17,3,1,7,1,0,2,1,1,0.74,0.6970000000000001,0.7,0.0,4,21,25
13389,13390,2012-07-17,3,1,7,2,0,2,1,1,0.72,0.6818,0.7,0.0896,1,6,7
13390,13391,2012-07-17,3,1,7,3,0,2,1,1,0.72,0.6818,0.66,0.0,0,3,3
13391,13392,2012-07-17,3,1,7,4,0,2,1,1,0.72,0.6818,0.62,0.0,0,7,7
13392,13393,2012-07-17,3,1,7,5,0,2,1,1,0.68,0.6364,0.74,0.0896,7,31,38
13393,13394,2012-07-17,3,1,7,6,0,2,1,1,0.72,0.6818,0.66,0.1045,16,197,213
13394,13395,2012-07-17,3,1,7,7,0,2,1,2,0.74,0.6970000000000001,0.7,0.0,26,500,526
13395,13396,2012-07-17,3,1,7,8,0,2,1,2,0.8,0.7576,0.55,0.0,43,618,661
13396,13397,2012-07-17,3,1,7,9,0,2,1,2,0.82,0.7727,0.49,0.2239,32,288,320
13397,13398,2012-07-17,3,1,7,10,0,2,1,2,0.84,0.7879,0.49,0.19399999999999998,37,122,159
13398,13399,2012-07-17,3,1,7,11,0,2,1,2,0.86,0.8029999999999999,0.47,0.0,60,146,206
13399,13400,2012-07-17,3,1,7,12,0,2,1,2,0.9,0.8182,0.35,0.0,80,174,254
13400,13401,2012-07-17,3,1,7,13,0,2,1,1,0.92,0.8182,0.31,0.19399999999999998,53,168,221
